shouldblock,method,third_party,string_leaked
False,post,tribune.signon.trb.com,nadal
False,post,tribune.signon.trb.com,nadal
False,post,tribune.signon.trb.com,rogernadal
False,post,tribune.signon.trb.com,rogernadal
False,post,tribune.signon.trb.com,rogernadal322
False,post,tribune.signon.trb.com,rogernadal322
True,get,www.facebook.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
True,get,www.facebook.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
False,get,tribune.signon.trb.com,60201
False,get,tribune.signon.trb.com,60201
True,get,www.facebook.com,782ac1c84b633ab135deeb24874829ff415172797b9deb034ed95365e4eb1e2a
True,get,www.facebook.com,782ac1c84b633ab135deeb24874829ff415172797b9deb034ed95365e4eb1e2a
False,post,api.loginradius.com,roger
False,post,api.loginradius.com,roger
False,post,api.loginradius.com,nadal
False,post,api.loginradius.com,nadal
False,post,api.loginradius.com,rogernadal
False,post,api.loginradius.com,rogernadal
False,post,api.loginradius.com,rogernadal322
False,post,api.loginradius.com,rogernadal322
False,post,api.loginradius.com,rogernadal322@gmail.com
False,post,api.loginradius.com,rogernadal322@gmail.com
False,post,api.loginradius.com,123Andy#!000
False,post,api.loginradius.com,123Andy#!000
True,post,bcp.crwdcntrl.net,60201
True,post,bcp.crwdcntrl.net,60201
True,post,bcp.crwdcntrl.net,60201
True,post,bcp.crwdcntrl.net,60201
True,post,bcp.crwdcntrl.net,Evanston
True,post,bcp.crwdcntrl.net,Evanston
True,post,bcp.crwdcntrl.net,Evanston
True,post,bcp.crwdcntrl.net,Evanston
False,get,profiles.publicmediasignin.org,roger
False,get,profiles.publicmediasignin.org,roger
False,get,profiles.publicmediasignin.org,roger
False,post,profiles.publicmediasignin.org,roger
False,get,profiles.publicmediasignin.org,roger
False,get,profiles.publicmediasignin.org,roger
False,get,profiles.publicmediasignin.org,roger
False,post,profiles.publicmediasignin.org,roger
False,get,profiles.publicmediasignin.org,nadal
False,get,profiles.publicmediasignin.org,nadal
False,get,profiles.publicmediasignin.org,nadal
False,post,profiles.publicmediasignin.org,nadal
False,get,profiles.publicmediasignin.org,nadal
False,get,profiles.publicmediasignin.org,nadal
False,get,profiles.publicmediasignin.org,nadal
False,post,profiles.publicmediasignin.org,nadal
False,get,profiles.publicmediasignin.org,rogernadal
False,get,profiles.publicmediasignin.org,rogernadal
False,get,profiles.publicmediasignin.org,rogernadal
False,post,profiles.publicmediasignin.org,rogernadal
False,get,profiles.publicmediasignin.org,rogernadal
False,get,profiles.publicmediasignin.org,rogernadal
False,get,profiles.publicmediasignin.org,rogernadal
False,post,profiles.publicmediasignin.org,rogernadal
False,get,profiles.publicmediasignin.org,rogernadal322
False,get,profiles.publicmediasignin.org,rogernadal322
False,get,profiles.publicmediasignin.org,rogernadal322
False,post,profiles.publicmediasignin.org,rogernadal322
False,get,profiles.publicmediasignin.org,rogernadal322
False,get,profiles.publicmediasignin.org,rogernadal322
False,get,profiles.publicmediasignin.org,rogernadal322
False,post,profiles.publicmediasignin.org,rogernadal322
False,post,api.permutive.com,60201
False,post,api.permutive.com,60201
False,post,api.permutive.com,60201
False,post,api.permutive.com,60201
False,post,api.permutive.com,60201
False,post,api.permutive.com,60201
False,post,api.permutive.com,Evanston
False,post,api.permutive.com,Evanston
False,post,api.permutive.com,Evanston
False,post,api.permutive.com,Evanston
False,post,api.permutive.com,Evanston
False,post,api.permutive.com,Evanston
False,post,api.permutive.com,Illinois
False,post,api.permutive.com,Illinois
False,post,api.permutive.com,Illinois
False,post,api.permutive.com,Illinois
False,post,api.permutive.com,Illinois
False,post,api.permutive.com,Illinois
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,roger
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,roger
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,roger
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,roger
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,roger
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,roger
True,get,www.facebook.com,4387134784cf3aa4245b7fcf4ac045d0a449524e98ba5dab4955ff4631e89df9
True,get,www.facebook.com,4387134784cf3aa4245b7fcf4ac045d0a449524e98ba5dab4955ff4631e89df9
True,get,www.facebook.com,4387134784cf3aa4245b7fcf4ac045d0a449524e98ba5dab4955ff4631e89df9
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,nadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,nadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,nadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,nadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,nadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,nadal
True,get,www.facebook.com,d25f53f62e6bbd6d63180b1048c19ec336fe6649ecdf5d18a31c2149d450a161
True,get,www.facebook.com,d25f53f62e6bbd6d63180b1048c19ec336fe6649ecdf5d18a31c2149d450a161
True,get,www.facebook.com,d25f53f62e6bbd6d63180b1048c19ec336fe6649ecdf5d18a31c2149d450a161
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322@gmail.com
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322@gmail.com
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322@gmail.com
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322@gmail.com
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322@gmail.com
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,rogernadal322@gmail.com
True,get,www.facebook.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
True,get,www.facebook.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
True,get,www.facebook.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
True,get,www.facebook.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,123Andy#!000
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,123Andy#!000
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,123Andy#!000
False,post,api-infobae-infobae-prod.cdn.arcpublishing.com,123Andy#!000
True,get,api.rlcdn.com,b47b636ac3fcb606572fe960f38b703f
True,get,api.rlcdn.com,eba23eb9253d668bc24763ce39c4a3b51c5cdd8fd25b1c680cbd0cf2294e8039
True,get,api.rlcdn.com,b4607c2cd5ad9662de56c4605e5c1d165e949332
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,prebid-server.rubiconproject.com,60201
False,post,hbopenbid.pubmatic.com,60201
False,post,hbopenbid.pubmatic.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,prebid-server.rubiconproject.com,Evanston
False,post,hbopenbid.pubmatic.com,Evanston
