,first_party,pageref,third_party,http_method,startedDateTime,leak_method,encoding,plain_pii,raw_pii,where,key,value,mimeType,text,index
15,pvp.net,,signup-api.leagueoflegends.com,POST,2023-02-26T03:47:04.274Z,post,plaintext,rogernadal322@gmail.com,,body,,,application/json,"{""username"":""rogernadal322"",""password"":""123Andy#!000"",""confirm_password"":""123Andy#!000"",""date_of_birth"":""2000-03-31"",""email"":""rogernadal322@gmail.com"",""tou_agree"":true,""newsletter"":true,""region"":""NA1"",""campaign"":"""",""product_id"":""league_of_legends"",""locale"":""en"",""token"":""hcaptcha P1_eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJwYXNza2V5IjoiYjk4cEJOMndSZlZjblhaVW1CUjRyR3JBR0FRdVB6WEp2WlovVGlQMWYzYTZuMVovdWE0UEQ1NFFPK1dEeW9WL1RmckZNZUdWVkZ1OWI4Y0JEeWpkVmFXZ0xNRUhuWmp4MG9LUEhvZ2M0UUZiNnRoT0dwTnN1dGFFbWp6azNBMTByRXBmeU1UWmt3S2RmRm53VXdvbEpBcmVzdTJ1R0hhL24wWFpzY09jTDlqVEx0aEQzUlIzb0lqR2xSQmVTUTNqcnAxMkVmc2l1L255T3VoYnNrbFVRTWwyK3dHRDFvWW4vYlZxTnUvRnpMOExzdUhtSS9tL0hSY0NZV1hWKzdFTUQ1ZWhDR2xYaFVBNVc4TnRjcTZuaW1kOG02SEh0b01jQjFnMzRNRVpmR3dLczBtRWo3T1haM0NMZG56Nzl1WDVkeGlhU2hSaFhqUWxYOCtwbGJUYWlrQkhibUZaN3lXZzdGMnQxRjAyZEF0S01BcXRVVmZ4ODVNdXA0a3VpaUc1bmwwTGx0R1UzUWdmTnhqUldFdCs4dVhQMWYvZEl4TDJQWGxLWTZJMnZQV2lMVk05Umk3VU5rM1hPaEV4U1JqbE43U1JGSURZR1RlRUw3Vm1NajVocWw1bEpRR1J4V1ZVbXZ0MkFTcTlZbnZzUjNWak92TUR1V3JqYWtZbjNodVlFbUxwU1NaQXZqb3l3aEZVUVdac2FvUUZlNHJwU2pkd05wQ0ttRmExL3hmOXVvVzBJeGp0emsyN3Z0bUJteXZNWVBOWTMybU5NR0UxbC9PQS9FRnhsdHNNWDl4NFdQaU1KcWJJTStUR1ArSkdxQXc3d3VFWjAycjZrN3k3bCtUS0paS2dKdG5zTzg1K2FLb2xhcVp3UHp4VmRKNW5pbzhXUFZqWll4SzFybyswd0dsT0dKSDlzdHBhRFVTeHg0VWYrRFhFbTNsTWZveGZDa0hDeHRpTGdlMG1UYXg2NVN5SEsxeVhPbDN1T2tvWUVEbXhCcWlMQ0lxOFN5UWQza1BrcC8wK0s3b2pacmZGczZ4WEdPb3A1VWVnQ1JPeWY4VjVLT2hHWGhqOWdNQWxPZmdyRE14Q0xWWG52V3VQRGhvYzBiRU95c2JSMjdzUE1kejZ3SzdUWGhXbGRyRUJnRi95a1h3alBNd3dSRjRMS29ud1ZnaXVEdWFqM1BhU1FuNVFwMmI3VksyWkRhbXdIWXcvOTVuREkwMkRCRDhiZy9vRHpiNTB5Yng0b0Jxdm5yazU4OVFRcCtoemdWbVhPWTVjdm1MeDdVeFY5cWNlRDBkelVyUHJMRHVYeTVCbmx4bWxBUTJWUUhaL2xxdXVzWHI1dWpnTEV0ZEdieGxjeFkzQmNQbVhGbUVPc2Jwa203UVFnQXBSb3luUDBZSXBVKzBXSHIzM2NFVStXUGl5eEdWeUlCT3BObC94QU8rOTMxQnU0K1ZXNFI5VzQzUTU3RWhGNGpXMFpMTzBLWXQ2dkpOU1NXZEc3VTEvT0JjajNiQTZUa3J5TDd3MlN6ZzFxYnhtcXdoNFY1UHE5STZXVHZHRHJtZ1ZaUS8yRnMrNTdWdmh0RGo2OHRIWUtwVWZXUFVlTjIwamtYOU5hZVhxQlhsTFlmTmZXbjEyY3pSZ3RZYng5djJTcmZGUVRoQUlrcHNhbitlT2JHL2V3TkhtT041MlI5ditRajFPbjlQbm5ucFJ5RWw4cDdtc2hHbUVyUTBoWDVFZUwwc0ZKallrK3hkUDNsV3BPQ1JyNlNLWXduYXZjK0F2RzBnZ2FudlhPR0U1cDc5ZXczdnFQQ21DM1BKQjVNU21maStmRTdRZTFvN1N2dS9oUW4wPSIsImV4cCI6MTY3NzM4MzM0NCwic2hhcmRfaWQiOjgzMzQ0MDg5NywicGQiOjAsImNkYXRhIjoic1J1NjNud05iVDhnY2pzT2dYTWViamhuK3phU2JJZmxIYUR6MUIxMHZPZzkvRGplbkFRYmE5bDlEelRkUHRpVEhJdFRPVnJVTkw5cEU5Q2V6Zzd3cTlXSGJjRTV3Z3JGQnhURm40bFV5TlRhRWQxbVIwUVBtd1c5YmswaXVydjAyWE80Y1JKcjVwQTM0QThxV2hpYm1wQXRVZzJrTGJjUmxvSjY1LzFQQnMvRzJweXRlNWs0eThUb0p0TVUxUkdQWEt4eUVsVlR6VGE5Vm1SNSJ9.BvkAtDPezhIrU4gxinL-xoNVmZWOhus2L0iNzKoySt0""}",126
16,marca.com,,,,,,,,,,,,,,
17,marca.com,https://marca.com/,api.permutive.com,POST,2023-02-25T08:28:19.595Z,post,plaintext,Evanston,,body,,,text/plain,"[{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""Pageview"",""cohorts"":[""129722"",""129768"",""60219""],""segments"":[129722,129768,60219],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""section"":""portada"",""type"":""portada""},""article"":{""newsid"":""566a968a268e3ece348b4585"",""keywords"":[""portada""],""type"":""FREE""},""user"":{""type"":""FREE""},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com"",""domain"":""www.marca.com"",""title"":""MARCA - Leading online sports information newspaper"",""referrer"":""""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""490a7333-6914-4c36-bd39-38d98018fc1c""}]",387
18,marca.com,https://marca.com/,api.permutive.com,POST,2023-02-25T08:28:19.595Z,post,plaintext,Illinois,,body,,,text/plain,"[{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""Pageview"",""cohorts"":[""129722"",""129768"",""60219""],""segments"":[129722,129768,60219],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""section"":""portada"",""type"":""portada""},""article"":{""newsid"":""566a968a268e3ece348b4585"",""keywords"":[""portada""],""type"":""FREE""},""user"":{""type"":""FREE""},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com"",""domain"":""www.marca.com"",""title"":""MARCA - Leading online sports information newspaper"",""referrer"":""""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""490a7333-6914-4c36-bd39-38d98018fc1c""}]",409
19,marca.com,https://marca.com/,api.permutive.com,POST,2023-02-25T08:28:19.595Z,post,plaintext,60201,,body,,,text/plain,"[{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""Pageview"",""cohorts"":[""129722"",""129768"",""60219""],""segments"":[129722,129768,60219],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""section"":""portada"",""type"":""portada""},""article"":{""newsid"":""566a968a268e3ece348b4585"",""keywords"":[""portada""],""type"":""FREE""},""user"":{""type"":""FREE""},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com"",""domain"":""www.marca.com"",""title"":""MARCA - Leading online sports information newspaper"",""referrer"":""""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""490a7333-6914-4c36-bd39-38d98018fc1c""}]",434
20,marca.com,https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed,api.permutive.com,POST,2023-02-25T08:28:26.655Z,post,plaintext,Evanston,,body,,,text/plain,"[{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""Pageview"",""cohorts"":[""60219"",""129722"",""129770""],""segments"":[60219,129722,129770],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""subdomain"":""suscripcion"",""section"":""ventas digitales"",""subsection1"":""ofertas"",""type"":""ecommerce""},""article"":{""type"":""FREE""},""user"":{""type"":""FREE""},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed"",""domain"":""www.marca.com"",""title"":""Suscríbete ya a MARCA - Ofertas"",""referrer"":""https://www.marca.com""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""979a6633-1475-40ff-b9d3-de65be8782e6""}]",387
21,marca.com,https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed,api.permutive.com,POST,2023-02-25T08:28:26.655Z,post,plaintext,Illinois,,body,,,text/plain,"[{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""Pageview"",""cohorts"":[""60219"",""129722"",""129770""],""segments"":[60219,129722,129770],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""subdomain"":""suscripcion"",""section"":""ventas digitales"",""subsection1"":""ofertas"",""type"":""ecommerce""},""article"":{""type"":""FREE""},""user"":{""type"":""FREE""},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed"",""domain"":""www.marca.com"",""title"":""Suscríbete ya a MARCA - Ofertas"",""referrer"":""https://www.marca.com""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""979a6633-1475-40ff-b9d3-de65be8782e6""}]",409
22,marca.com,https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed,api.permutive.com,POST,2023-02-25T08:28:26.655Z,post,plaintext,60201,,body,,,text/plain,"[{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""Pageview"",""cohorts"":[""60219"",""129722"",""129770""],""segments"":[60219,129722,129770],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""subdomain"":""suscripcion"",""section"":""ventas digitales"",""subsection1"":""ofertas"",""type"":""ecommerce""},""article"":{""type"":""FREE""},""user"":{""type"":""FREE""},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed"",""domain"":""www.marca.com"",""title"":""Suscríbete ya a MARCA - Ofertas"",""referrer"":""https://www.marca.com""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""979a6633-1475-40ff-b9d3-de65be8782e6""}]",434
23,marca.com,https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed,api.permutive.com,POST,2023-02-25T08:28:34.698Z,post,plaintext,Evanston,,body,,,text/plain;charset=UTF-8,"{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""PageviewComplete"",""cohorts"":[""60219"",""66696"",""66697"",""129722"",""129770""],""segments"":[60219,66696,66697,129722,129770],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""subdomain"":""suscripcion"",""section"":""ventas digitales"",""subsection1"":""ofertas"",""type"":""ecommerce""},""article"":{""type"":""FREE""},""user"":{""type"":""FREE""},""aggregations"":{""PageviewEngagement"":{""engaged_time"":5,""completion"":0.7734806629834254},""SegmentEntry"":[129770,66696,66697],""SegmentExit"":[129768],""CohortEntry"":[""129770"",""66696"",""66697""],""CohortExit"":[""129768""]},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed"",""domain"":""www.marca.com"",""title"":""Subscribe now to MARCA - Offers"",""referrer"":""https://www.marca.com""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""979a6633-1475-40ff-b9d3-de65be8782e6""}",422
24,marca.com,https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed,api.permutive.com,POST,2023-02-25T08:28:34.698Z,post,plaintext,Illinois,,body,,,text/plain;charset=UTF-8,"{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""PageviewComplete"",""cohorts"":[""60219"",""66696"",""66697"",""129722"",""129770""],""segments"":[60219,66696,66697,129722,129770],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""subdomain"":""suscripcion"",""section"":""ventas digitales"",""subsection1"":""ofertas"",""type"":""ecommerce""},""article"":{""type"":""FREE""},""user"":{""type"":""FREE""},""aggregations"":{""PageviewEngagement"":{""engaged_time"":5,""completion"":0.7734806629834254},""SegmentEntry"":[129770,66696,66697],""SegmentExit"":[129768],""CohortEntry"":[""129770"",""66696"",""66697""],""CohortExit"":[""129768""]},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed"",""domain"":""www.marca.com"",""title"":""Subscribe now to MARCA - Offers"",""referrer"":""https://www.marca.com""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""979a6633-1475-40ff-b9d3-de65be8782e6""}",444
25,marca.com,https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed,api.permutive.com,POST,2023-02-25T08:28:34.698Z,post,plaintext,60201,,body,,,text/plain;charset=UTF-8,"{""user_id"":""d5419994-9077-4f02-8ff7-844d18acf787"",""name"":""PageviewComplete"",""cohorts"":[""60219"",""66696"",""66697"",""129722"",""129770""],""segments"":[60219,66696,66697,129722,129770],""properties"":{""isp_info"":{""isp"":""Northwestern University"",""organization"":""Northwestern University"",""autonomous_system_number"":103,""autonomous_system_organization"":""NWU-AS""},""geo_info"":{""continent"":""North America"",""country"":""United States"",""city"":""Evanston"",""province"":""Illinois"",""postal_code"":""60201""},""site_version"":""web"",""content"":{""domain"":""marca.com"",""subdomain"":""suscripcion"",""section"":""ventas digitales"",""subsection1"":""ofertas"",""type"":""ecommerce""},""article"":{""type"":""FREE""},""user"":{""type"":""FREE""},""aggregations"":{""PageviewEngagement"":{""engaged_time"":5,""completion"":0.7734806629834254},""SegmentEntry"":[129770,66696,66697],""SegmentExit"":[129768],""CohortEntry"":[""129770"",""66696"",""66697""],""CohortExit"":[""129768""]},""client"":{""type"":""web"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"",""url"":""https://www.marca.com/deporte/suscripciones/ofertas/?intcmp=VENDIG36003&s_kw=cap_hed"",""domain"":""www.marca.com"",""title"":""Subscribe now to MARCA - Offers"",""referrer"":""https://www.marca.com""}},""session_id"":""370da1f4-4a02-4389-8b16-88311f1dfa1e"",""view_id"":""979a6633-1475-40ff-b9d3-de65be8782e6""}",469
26,marca.com,https://compra.orbyt.es/compras/lite/buy/offer/62goisW9uoQ?_ga=2.155959867.1005827161.1677313694-1724978212.1677313694,seguro.orbyt.es,POST,2023-02-25T08:29:01.597Z,post,plaintext,rogernadal322@gmail.com,,body,,,application/json,"{""aceptaCondicionesLegales"":true,""aceptaEsMayorDeDieciseis"":true,""comunicacionesComerciales"":[7,2,3,1,4,5,6,8,9,10,11],""email"":""rogernadal322@gmail.com"",""pass"":""123Andy#!000"",""portal"":11,""csp"":""193"",""rid"":"""",""urlOrigen"":""https://compra.orbyt.es/compras/lite/buy/offer/62goisW9uoQ?_ga=2.155959867.1005827161.1677313694-1724978212.1677313694""}",128
27,marca.com,https://compra.orbyt.es/compras/lite/buy/offer/62goisW9uoQ?_ga=2.155959867.1005827161.1677313694-1724978212.1677313694,seguro.orbyt.es,POST,2023-02-25T08:29:01.597Z,post,plaintext,123Andy#!000,,body,,,application/json,"{""aceptaCondicionesLegales"":true,""aceptaEsMayorDeDieciseis"":true,""comunicacionesComerciales"":[7,2,3,1,4,5,6,8,9,10,11],""email"":""rogernadal322@gmail.com"",""pass"":""123Andy#!000"",""portal"":11,""csp"":""193"",""rid"":"""",""urlOrigen"":""https://compra.orbyt.es/compras/lite/buy/offer/62goisW9uoQ?_ga=2.155959867.1005827161.1677313694-1724978212.1677313694""}",161
28,as.com,,,,,,,,,,,,,,
